season,week,home_team,away_team,home_points,away_points,spread,neutral_site,venue,favorite,underdog,winner,underdog_win
2021,5,Fayetteville State,Lincoln (PA),46,9,0.0,False,"Luther ""Nick"" Jeralds Stadium",Lincoln (PA),Fayetteville State,Fayetteville State,1
2021,5,Truman State,Lindenwood,21,31,0.0,False,Stokes Stadium,Lindenwood,Truman State,Lindenwood,0
2021,5,Miles College,Albany State GA,3,31,0.0,False,Albert J. H. Sloan - Alumni Stadium,Albany State GA,Miles College,Albany State GA,0
2021,5,Valdosta State,Shorter,49,13,0.0,False,Bazemore-Hyder Stadium,Shorter,Valdosta State,Valdosta State,1
2021,5,Delta State,West Florida,33,39,0.0,False,Parker Field at McCool Stadium,West Florida,Delta State,West Florida,0
2021,5,Angelo State,Western New Mexico,62,3,0.0,False,LeGrand Stadium at 1st Community Credit Union Field,Western New Mexico,Angelo State,Angelo State,1
2021,5,East Texas A&M,UFTL,72,6,0.0,False,Memorial Stadium (Commerce TX),UFTL,East Texas A&M,East Texas A&M,1
2021,5,Missouri Western,Northwest Missouri St,7,30,0.0,False,Craig Field at Spratt Memorial Stadium,Northwest Missouri St,Missouri Western,Northwest Missouri St,0
2021,5,West Virginia State,Alderson-Broaddus,45,13,0.0,False,Dickerson Stadium,Alderson-Broaddus,West Virginia State,West Virginia State,1
2021,5,Middle Tennessee,Marshall,34,28,0.0,False,"Johnny ""Red"" Floyd Stadium",Marshall,Middle Tennessee,Middle Tennessee,1
2021,5,UAB,Liberty,12,36,0.0,False,Legion Field,Liberty,UAB,Liberty,0
2021,5,Michigan State,Western Kentucky,48,31,0.0,False,Spartan Stadium,Western Kentucky,Michigan State,Michigan State,1
2021,5,Clemson,Boston College,19,13,0.0,False,"Memorial Stadium (Clemson, SC)",Boston College,Clemson,Clemson,1
2021,5,Penn State,Indiana,24,0,0.0,False,Beaver Stadium,Indiana,Penn State,Penn State,1
2021,5,Vanderbilt,UConn,30,28,0.0,False,FirstBank Stadium,UConn,Vanderbilt,Vanderbilt,1
2021,5,Nebraska,Northwestern,56,7,0.0,False,"Memorial Stadium (Lincoln, NE)",Northwestern,Nebraska,Nebraska,1
2021,5,South Alabama,Louisiana,18,20,0.0,False,Hancock Whitney Stadium,Louisiana,South Alabama,Louisiana,0
2021,5,Southern Utah,Portland State,13,20,0.0,False,Eccles Coliseum,Portland State,Southern Utah,Portland State,0
2021,5,Fort Hays State,Nebraska-Kearney,42,35,0.0,False,Lewis Field Stadium,Nebraska-Kearney,Fort Hays State,Fort Hays State,1
2021,5,Austin Peay,Tennessee State,22,24,0.0,False,Governors Stadium,Tennessee State,Austin Peay,Tennessee State,0
2021,5,Eastern New Mexico,Lincoln (CA),52,6,0.0,False,Al Whitehead Field at Greyhound Stadium,Lincoln (CA),Eastern New Mexico,Eastern New Mexico,1
2021,5,Cal Poly,Weber State,7,38,0.0,False,Alex G. Spanos Stadium,Weber State,Cal Poly,Weber State,0
2021,5,UTEP,Old Dominion,28,21,0.0,False,Sun Bowl,Old Dominion,UTEP,UTEP,1
2021,5,Central Washington,Midwestern State,30,20,0.0,False,Tomlinson Stadium,Midwestern State,Central Washington,Central Washington,1
2021,5,LSU,Auburn,19,24,0.0,False,Tiger Stadium (LA),Auburn,LSU,Auburn,0
2021,5,Oregon State,Washington,27,24,0.0,False,Reser Stadium,Washington,Oregon State,Oregon State,1
2021,5,UC Davis,Idaho,27,20,0.0,False,Aggie Stadium,Idaho,UC Davis,UC Davis,1
2021,5,Eastern Washington,Montana,34,28,0.0,False,Roos Field,Montana,Eastern Washington,Eastern Washington,1
2021,5,San José State,New Mexico State,37,31,0.0,False,CEFCU Stadium,New Mexico State,San José State,San José State,1
2021,5,UCLA,Arizona State,23,42,0.0,False,Rose Bowl,Arizona State,UCLA,Arizona State,0
2021,5,Hawai'i,Fresno State,27,24,0.0,False,Aloha Stadium,Fresno State,Hawai'i,Hawai'i,1
2021,6,Arkansas State,Coastal Carolina,20,52,0.0,False,Centennial Bank Stadium,Coastal Carolina,Arkansas State,Coastal Carolina,0
2021,6,Tulane,Houston,22,40,0.0,False,Yulman Stadium,Houston,Tulane,Houston,0
2021,6,Northeastern State,Central Oklahoma,9,49,0.0,False,Gable Field at Doc Wadley Stadium,Central Oklahoma,Northeastern State,Central Oklahoma,0
2021,6,Assumption,Southern Connecticut State,26,0,0.0,False,Multi-Sport Stadium,Southern Connecticut State,Assumption,Assumption,1
2021,6,Cincinnati,Temple,52,3,0.0,False,Nippert Stadium,Temple,Cincinnati,Cincinnati,1
2021,6,Florida International,Charlotte,33,45,0.0,False,FIU Stadium,Charlotte,Florida International,Charlotte,0
2021,6,Howard,Morgan State,27,0,0.0,False,William H. Greene Stadium,Morgan State,Howard,Howard,1
2021,6,Arizona State,Stanford,28,10,0.0,False,Mountain America Stadium,Stanford,Arizona State,Arizona State,1
2021,6,Ole Miss,Arkansas,52,51,0.0,False,Vaught-Hemingway Stadium,Arkansas,Ole Miss,Ole Miss,1
2021,6,Tennessee,South Carolina,45,20,0.0,False,Neyland Stadium,South Carolina,Tennessee,Tennessee,1
2021,6,Bowling Green,Akron,20,35,0.0,False,Doyt L. Perry Stadium,Akron,Bowling Green,Akron,0
2021,6,Toledo,Northern Illinois,20,22,0.0,False,Glass Bowl,Northern Illinois,Toledo,Northern Illinois,0
2021,6,Baylor,West Virginia,45,20,0.0,False,McLane Stadium,West Virginia,Baylor,Baylor,1
2021,6,Florida,Vanderbilt,42,0,0.0,False,Ben Hill Griffin Stadium,Vanderbilt,Florida,Florida,1
2021,6,Rutgers,Michigan State,13,31,0.0,False,SHI Stadium,Michigan State,Rutgers,Michigan State,0
2021,6,Ohio State,Maryland,66,17,0.0,False,Ohio Stadium,Maryland,Ohio State,Ohio State,1
2021,6,Butler,San Diego,21,52,0.0,False,Butler Bowl,San Diego,Butler,San Diego,0
2021,6,Duquesne,Bryant,39,34,0.0,False,Arthur J. Rooney Athletic Field,Bryant,Duquesne,Duquesne,1
2021,6,Texas,Oklahoma,48,55,0.0,True,Cotton Bowl,Oklahoma,Texas,Oklahoma,0
2021,6,Davenport,Northern Michigan,18,13,0.0,False,Farmers Insurance Athletic Complex,Northern Michigan,Davenport,Davenport,1
2021,6,Mercyhurst,Seton Hill,17,19,0.0,False,Saxon Stadium,Seton Hill,Mercyhurst,Seton Hill,0
2021,6,Notre Dame College,Frostburg State,23,21,0.0,False,Mueller Field,Frostburg State,Notre Dame College,Notre Dame College,1
2021,6,UVA Wise,Newberry,14,37,0.0,False,Carl Smith Stadium,Newberry,UVA Wise,Newberry,0
2021,6,UNC Pembroke,Wheeling,34,28,0.0,False,Grace P. Johnson Stadium,Wheeling,UNC Pembroke,UNC Pembroke,1
2021,6,Gannon,PennWest California,17,38,0.0,False,McConnell Family Stadium,PennWest California,Gannon,PennWest California,0
2021,6,American International,Stonehill,0,25,0.0,False,Ronald J. Abdow Field,Stonehill,American International,Stonehill,0
2021,6,Marist,Stetson,34,3,0.0,False,Leonidoff Field,Stetson,Marist,Marist,1
2021,6,Maine,Elon,23,33,0.0,False,Alfond Stadium,Elon,Maine,Elon,0
2021,6,Brown,Colgate,31,10,0.0,False,Brown Stadium,Colgate,Brown,Brown,1
2021,6,Lafayette,Bucknell,27,0,0.0,False,Fisher Field,Bucknell,Lafayette,Lafayette,1
2021,6,Duke,Georgia Tech,27,31,0.0,False,Wallace Wade Stadium,Georgia Tech,Duke,Georgia Tech,0
2021,6,Pennsylvania,Lehigh,20,0,0.0,False,Franklin Field,Lehigh,Pennsylvania,Pennsylvania,1
2021,6,Limestone,Wingate,17,35,0.0,False,The Reservation,Wingate,Limestone,Wingate,0
2021,6,Lenoir-Rhyne,Greeneville,38,31,0.0,False,Helen and Leonard Moretz Stadium,Greeneville,Lenoir-Rhyne,Lenoir-Rhyne,1
2021,6,Bluefield State,UFTL,23,9,0.0,False,Mitchell Stadium,UFTL,Bluefield State,Bluefield State,1
2021,6,Bentley,Pace,26,0,0.0,False,Bentley University Football Stadium,Pace,Bentley,Bentley,1
2021,6,Catawba,Carson-Newman College,33,27,0.0,False,Shuford Stadium,Carson-Newman College,Catawba,Catawba,1
2021,6,Johnson C Smith,Winston-Salem,12,26,0.0,False,Irwin Belk Complex,Winston-Salem,Johnson C Smith,Winston-Salem,0
2021,6,Harvard,Cornell,24,10,0.0,False,Harvard Stadium,Cornell,Harvard,Harvard,1
2021,6,Rhode Island,Delaware,22,15,0.0,False,Meade Stadium,Delaware,Rhode Island,Rhode Island,1
2021,6,Central Connecticut,Columbia,20,22,0.0,False,Arute Field,Columbia,Central Connecticut,Columbia,0
2021,6,New Haven,St. Anselm,56,7,0.0,False,Ralph F. DellaCamera Stadium,St. Anselm,New Haven,New Haven,1
2021,6,Glenville State,University Of Charleston (WV),9,20,0.0,False,I.L. & Sue Morris Stadium,University Of Charleston (WV),Glenville State,University Of Charleston (WV),0
2021,6,Shippensburg,West Chester,34,18,0.0,False,Seth Grove Stadium,West Chester,Shippensburg,Shippensburg,1
2021,6,Lock Haven University,Shepherd,21,75,0.0,False,Hubert Jack Stadium,Shepherd,Lock Haven University,Shepherd,0
2021,6,Concord University,West Liberty,20,16,0.0,False,Callaghan Stadium,West Liberty,Concord University,Concord University,1
2021,6,Concordia University St Paul,Bemidji State,14,42,0.0,False,Sea Foam Stadium,Bemidji State,Concordia University St Paul,Bemidji State,0
2021,6,Shorter,West Alabama,7,44,0.0,False,Barron Stadium,West Alabama,Shorter,West Alabama,0
2021,6,North Carolina A&T,North Alabama,38,34,0.0,False,Aggie Stadium,North Alabama,North Carolina A&T,North Carolina A&T,1
2021,6,St. Francis (PA),Long Island University,55,10,0.0,False,DeGol Field,Long Island University,St. Francis (PA),St. Francis (PA),1
2021,6,Chowan,Bowie State,3,14,0.0,False,Garrison Stadium,Bowie State,Chowan,Bowie State,0
2021,6,Virginia Union,Lincoln (PA),32,0,0.0,False,Hovey Field,Lincoln (PA),Virginia Union,Virginia Union,1
2021,6,Shaw,Fayetteville State,12,15,0.0,False,George Williams Athletic Complex,Fayetteville State,Shaw,Fayetteville State,0
2021,6,Indiana State,Western Illinois,37,27,0.0,False,Memorial Stadium,Western Illinois,Indiana State,Indiana State,1
2021,6,Drake,Dayton,10,28,0.0,False,Drake Stadium,Dayton,Drake,Dayton,0
2021,6,Presbyterian,Morehead State,30,38,0.0,False,Bailey Memorial Stadium,Morehead State,Presbyterian,Morehead State,0
2021,6,Nicholls,SE Louisiana,48,58,0.0,False,Manning Field at John L. Guidry Stadium,SE Louisiana,Nicholls,SE Louisiana,0
2021,6,Fordham,Wagner,56,7,0.0,False,Jack Coffey Field,Wagner,Fordham,Fordham,1
2021,6,Monmouth,Princeton,28,31,0.0,False,Kessler Stadium,Princeton,Monmouth,Princeton,0
2021,6,Dartmouth,Yale,24,17,0.0,False,Memorial Field,Yale,Dartmouth,Dartmouth,1
2021,6,Wofford,Furman,20,42,0.0,False,Gibbs Stadium,Furman,Wofford,Furman,0
2021,6,VMI,Chattanooga,37,34,0.0,False,Alumni Memorial Field,Chattanooga,VMI,VMI,1
2021,6,West Virginia Wesleyan,West Virginia State,3,38,0.0,False,Cebe Ross Field,West Virginia State,West Virginia Wesleyan,West Virginia State,0
2021,6,Mars Hill,Wilson,40,32,0.0,False,Meares Stadium,Wilson,Mars Hill,Mars Hill,1
2021,6,Livingstone,St. Augustine's,21,7,0.0,False,Alumni Memorial Stadium (NC),St. Augustine's,Livingstone,Livingstone,1
2021,6,Hillsdale,Walsh,20,3,0.0,False,"Frank ""Muddy"" Waters Stadium",Walsh,Hillsdale,Hillsdale,1
2021,6,Fairmont State,Alderson-Broaddus,44,10,0.0,False,Duvall-Rosier Field,Alderson-Broaddus,Fairmont State,Fairmont State,1
2021,6,Minnesota State Mankato,Wayne State (NE),24,35,0.0,False,Blakeslee Stadium,Wayne State (NE),Minnesota State Mankato,Wayne State (NE),0
2021,6,Edinboro University,Slippery Rock,13,49,0.0,False,Sox Harrison Stadium,Slippery Rock,Edinboro University,Slippery Rock,0
2021,6,Washburn,Fort Hays State,23,20,0.0,False,Yager Stadium at Moore Bowl,Fort Hays State,Washburn,Washburn,1
2021,6,Central Missouri,Emporia State University,45,38,0.0,False,Audrey J. Walton Stadium at Vernon Kennedy Field,Emporia State University,Central Missouri,Central Missouri,1
2021,6,South Dakota Mines,Fort Lewis,42,7,0.0,False,O'Harra Stadium,Fort Lewis,South Dakota Mines,South Dakota Mines,1
2021,6,Clarion,Indiana-Pennsylvania,21,58,0.0,False,"Memorial Stadium (Clarion, PA)",Indiana-Pennsylvania,Clarion,Indiana-Pennsylvania,0
2021,6,Bloomsburg,Kutztown University,7,34,0.0,False,Robert B. Redman Stadium,Kutztown University,Bloomsburg,Kutztown University,0
2021,6,Augustana University (SD),Upper Iowa University,37,20,0.0,False,Kirkeby-Over Stadium,Upper Iowa University,Augustana University (SD),Augustana University (SD),1
2021,6,Kentucky State,Lane College,49,14,0.0,False,Alumni Stadium (KY),Lane College,Kentucky State,Kentucky State,1
2021,6,Fort Valley State,Central State (OH),35,14,0.0,False,Wildcat Stadium (GA),Central State (OH),Fort Valley State,Fort Valley State,1
2021,6,Clark Atlanta,Allen,21,12,0.0,False,CAU Panther Stadium,Allen,Clark Atlanta,Clark Atlanta,1
2021,6,Albany State GA,Edward Waters,30,0,0.0,False,Albany State University Coliseum,Edward Waters,Albany State GA,Albany State GA,1
2021,6,Missouri S&T,Truman State,21,38,0.0,False,Allgood-Bailey Stadium,Truman State,Missouri S&T,Truman State,0
2021,6,Lindenwood,Quincy,33,28,0.0,False,Hunter Stadium,Quincy,Lindenwood,Lindenwood,1
2021,6,Marshall,Old Dominion,20,13,0.0,False,Joan C. Edwards Stadium,Old Dominion,Marshall,Marshall,1
2021,6,James Madison,Villanova,27,28,0.0,False,Bridgeforth Stadium,Villanova,James Madison,Villanova,0
2021,6,North Carolina Central,Tennessee Tech,16,27,0.0,False,O'Kelly-Riddick Stadium,Tennessee Tech,North Carolina Central,Tennessee Tech,0
2021,6,Youngstown State,Missouri State,41,33,0.0,False,Stambaugh Stadium,Missouri State,Youngstown State,Youngstown State,1
2021,6,North Dakota State,Northern Iowa,34,20,0.0,False,Fargodome,Northern Iowa,North Dakota State,North Dakota State,1
2021,6,St. Thomas (MN),Valparaiso,20,13,0.0,False,O'Shaughnessy Stadium,Valparaiso,St. Thomas (MN),St. Thomas (MN),1
2021,6,Sacred Heart,Merrimack,20,10,0.0,False,Campus Field,Merrimack,Sacred Heart,Sacred Heart,1
2021,6,Delaware State,Virginia University Of Lynchburg,56,6,0.0,False,Alumni Stadium,Virginia University Of Lynchburg,Delaware State,Delaware State,1
2021,6,Hampton,Kennesaw State,15,34,0.0,False,Armstrong Stadium,Kennesaw State,Hampton,Kennesaw State,0
2021,6,East Stroudsburg University,Millersville,27,7,0.0,False,Eiler-Martin Stadium,Millersville,East Stroudsburg University,East Stroudsburg University,1
2021,6,Northwest Missouri St,Pittsburg St,20,19,0.0,False,Bearcat Stadium,Pittsburg St,Northwest Missouri St,Northwest Missouri St,1
2021,6,Arkansas Tech,Oklahoma Baptist,38,35,0.0,False,Thone Stadium at Buerkle Field,Oklahoma Baptist,Arkansas Tech,Arkansas Tech,1
2021,6,Henderson State,East Central (OK),59,24,0.0,False,Ruggles Field at Carpenter-Haygood Stadium,East Central (OK),Henderson State,Henderson State,1
2021,6,Harding University,Southern Nazarene,49,10,0.0,False,First Security Stadium,Southern Nazarene,Harding University,Harding University,1
2021,6,Southwestern Oklahoma State,Ouachita Baptist,10,30,0.0,False,Milam Stadium,Ouachita Baptist,Southwestern Oklahoma State,Ouachita Baptist,0
2021,6,Mississippi College,West Georgia,21,40,0.0,False,Robinson-Hale Stadium,West Georgia,Mississippi College,West Georgia,0
2021,6,Minot State,Minnesota State Moorhead,17,29,0.0,False,Herb Parker Stadium,Minnesota State Moorhead,Minot State,Minnesota State Moorhead,0
2021,6,Winona State,Northern State,49,52,0.0,False,Altra Federal Credit Union Stadium,Northern State,Winona State,Northern State,0
2021,6,University of Mary,Minnesota Duluth,27,31,0.0,False,MDU Resources Community Bowl,Minnesota Duluth,University of Mary,Minnesota Duluth,0
2021,6,Black Hills State,Colorado School Of Mines,20,41,0.0,False,Lyle Hare Stadium,Colorado School Of Mines,Black Hills State,Colorado School Of Mines,0
2021,6,Chadron St,CSU Pueblo,17,42,0.0,False,Elliott Field at Don Beebe Stadium,CSU Pueblo,Chadron St,CSU Pueblo,0
2021,6,Lincoln (MO),Missouri Southern State,32,52,0.0,False,Dwight T. Reed Stadium,Missouri Southern State,Lincoln (MO),Missouri Southern State,0
2021,6,Nebraska-Kearney,Missouri Western,35,14,0.0,False,Ron & Carol Cope Stadium at Foster Field,Missouri Western,Nebraska-Kearney,Nebraska-Kearney,1
2021,6,Louisville,Virginia,33,34,0.0,False,L&N Federal Credit Union Stadium,Virginia,Louisville,Virginia,0
2021,6,Sam Houston,Lamar,41,7,0.0,False,Elliott T. Bowers Stadium,Lamar,Sam Houston,Sam Houston,1
2021,6,Montana,Utah Tech,31,14,0.0,False,Washington-Grizzly Stadium,Utah Tech,Montana,Montana,1
2021,6,UT Martin,Murray State,48,24,0.0,False,Graham Stadium,Murray State,UT Martin,UT Martin,1
2021,6,South Dakota State,Southern Illinois,41,42,0.0,False,Dana J. Dykhouse Stadium,Southern Illinois,South Dakota State,Southern Illinois,0
2021,6,South Dakota,North Dakota,20,13,0.0,False,DakotaDome,North Dakota,South Dakota,South Dakota,1
2021,6,Robert Morris,Charleston Southern,31,24,0.0,False,Joe Walton Stadium,Charleston Southern,Robert Morris,Robert Morris,1
2021,6,Idaho State,UC Davis,27,17,0.0,False,Holt Arena,UC Davis,Idaho State,Idaho State,1
2021,6,Northern Colorado,Eastern Washington,17,63,0.0,False,Nottingham Field,Eastern Washington,Northern Colorado,Eastern Washington,0
2021,6,Alabama A&M,Jackson State,15,61,0.0,False,Louis Crews Stadium,Jackson State,Alabama A&M,Jackson State,0
2021,6,Western Colorado,New Mexico Highlands,45,38,0.0,False,Mountaineer Bowl,New Mexico Highlands,Western Colorado,Western Colorado,1
2021,6,Lake Erie,Tiffin,17,35,0.0,False,Jack Britt Memorial Stadium,Tiffin,Lake Erie,Tiffin,0
2021,6,Alabama State,Arkansas-Pine Bluff,35,15,0.0,False,Hornet Stadium,Arkansas-Pine Bluff,Alabama State,Alabama State,1
2021,6,Alcorn State,Grambling,24,20,0.0,False,Jack Spinks Stadium,Grambling,Alcorn State,Alcorn State,1
2021,6,Eastern Michigan,Miami (OH),13,12,0.0,False,Rynearson Stadium,Miami (OH),Eastern Michigan,Eastern Michigan,1
2021,6,Southern Arkansas,Southeastern Oklahoma State,24,38,0.0,False,Wilkins Stadium,Southeastern Oklahoma State,Southern Arkansas,Southeastern Oklahoma State,0
2021,6,Illinois,Wisconsin,0,24,0.0,False,"Memorial Stadium (Champaign, IL)",Wisconsin,Illinois,Wisconsin,0
2021,6,Syracuse,Wake Forest,37,40,0.0,False,JMA Wireless Dome,Wake Forest,Syracuse,Wake Forest,0
2021,6,Auburn,Georgia,10,34,0.0,False,Jordan-Hare Stadium,Georgia,Auburn,Georgia,0
2021,6,William & Mary,UAlbany,31,24,0.0,False,Zable Stadium,UAlbany,William & Mary,William & Mary,1
2021,6,Western Carolina,Mercer,24,34,0.0,False,E. J. Whitmire Stadium,Mercer,Western Carolina,Mercer,0
2021,6,Navy,SMU,24,31,0.0,False,Navy-Marine Corps Memorial Stadium,SMU,Navy,SMU,0
2021,6,Massachusetts,UConn,27,13,0.0,False,Warren McGuirk Alumni Stadium,UConn,Massachusetts,Massachusetts,1
2021,6,BYU,Boise State,17,26,0.0,False,LaVell Edwards Stadium,Boise State,BYU,Boise State,0
2021,6,Colorado State,San José State,32,14,0.0,False,Canvas Stadium,San José State,Colorado State,Colorado State,1
2021,6,Ohio,Central Michigan,27,30,0.0,False,Peden Stadium,Central Michigan,Ohio,Central Michigan,0
2021,6,Western Michigan,Ball State,20,45,0.0,False,Waldo Stadium,Ball State,Western Michigan,Ball State,0
2021,6,UAB,Florida Atlantic,31,14,0.0,False,Legion Field,Florida Atlantic,UAB,UAB,1
2021,6,Liberty,Middle Tennessee,41,13,0.0,False,Williams Stadium (VA),Middle Tennessee,Liberty,Liberty,1
2021,6,North Carolina,Florida State,25,35,0.0,False,Kenan Stadium,Florida State,North Carolina,Florida State,0
2021,6,Missouri,North Texas,48,35,0.0,False,Memorial Stadium,North Texas,Missouri,Missouri,1
2021,6,Bethune-Cookman,Mississippi Valley State,14,20,0.0,False,Municipal Stadium,Mississippi Valley State,Bethune-Cookman,Mississippi Valley State,0
2021,6,Towson,Stony Brook,21,14,0.0,False,Johnny Unitas Stadium,Stony Brook,Towson,Towson,1
2021,6,Jacksonville State,Stephen F. Austin,28,24,0.0,False,AmFirst Stadium,Stephen F. Austin,Jacksonville State,Jacksonville State,1
2021,6,Montana State,Cal Poly,45,7,0.0,False,Bobcat Stadium,Cal Poly,Montana State,Montana State,1
2021,6,Austin Peay,Southeast Missouri State,14,30,0.0,False,Governors Stadium,Southeast Missouri State,Austin Peay,Southeast Missouri State,0
2021,6,Washington State,Oregon State,31,24,0.0,False,Gesa Field,Oregon State,Washington State,Washington State,1
2021,6,William Jewell,Southwest Baptist,10,55,0.0,False,Greene Stadium,Southwest Baptist,William Jewell,Southwest Baptist,0
2021,6,Findlay,Kentucky Wesleyan,31,19,0.0,False,Donnell Stadium,Kentucky Wesleyan,Findlay,Findlay,1
2021,6,Iowa,Penn State,23,20,0.0,False,Kinnick Stadium,Penn State,Iowa,Iowa,1
2021,6,Western Oregon,Central Washington,14,45,0.0,False,McArthur Field,Central Washington,Western Oregon,Central Washington,0
2021,6,East Tennessee State,The Citadel,48,21,0.0,False,William B. Greene Jr. Stadium,The Citadel,East Tennessee State,East Tennessee State,1
2021,6,Idaho,Portland State,42,35,0.0,False,Kibbie Dome,Portland State,Idaho,Idaho,1
